,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
10513,519766.OF,交银荣鑫,交银施罗德基金,中国民生银行,混合型,20160325,,,20160321,,9.8895,0.6,0.2,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20160624,20160624,O
10514,002382.OF,东海祥瑞C,东海基金,中国工商银行,债券型,20160324,,,20160222,,5.8021,0.5,0.2,,1.0,0.1,,中债综合指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20160425,20160425,O
10515,002381.OF,东海祥瑞A,东海基金,中国工商银行,债券型,20160324,,,20160222,,0.8494,0.5,0.2,,1.0,0.1,,中债综合指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20160425,20160425,O
10516,002536.OF,中银鑫利C,中银基金,兴业银行,混合型,20160324,,,20160315,,0.899,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160509,20160509,O
10517,002535.OF,中银鑫利A,中银基金,兴业银行,混合型,20160324,,,20160315,,10.4733,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160509,20160509,O
10518,002412.OF,华富安福,华富基金,中国建设银行,债券型,20160323,,,20160229,,3.7898,0.7,0.2,,1.0,0.1,,中证全债指数收益率,L,债券型,契约型开放式,,20160623,20160623,O
10519,002507.OF,兴业定期开放C,兴业基金,交通银行,债券型,20160323,,,,,,0.4,0.1,,1.0,,,中国债券综合全价指数,L,债券型,契约型开放式,,20160323,20160323,O
10520,002303.OF,金鹰智慧生活,金鹰基金,中国工商银行,混合型,20160323,,,20160122,,2.7282,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20160411,20160411,O
10521,519951.OF,长信利泰A,长信基金,中国民生银行,混合型,20160323,,,20160108,,2.7845,0.6,0.1,,1.0,0.0001,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160330,20160330,O
10522,002392.OF,华安全球美元收益A美元现汇,华安基金,中国银行,债券型,20160323,,,20160222,,2.5255,0.9,0.28,,0.1547,0.0001,,巴克莱资本美国综合债券指数收益率*95%+商业银行活期存款基准利率(税后)*5%,L,债券型,契约型开放式,,20160622,20160622,O
10523,002391.OF,华安全球美元收益A人民币,华安基金,中国银行,债券型,20160323,,,20160222,,5.0452,0.9,0.28,,1.0,0.0001,,巴克莱资本美国综合债券指数收益率*95%+商业银行活期存款基准利率(税后)*5%,L,债券型,契约型开放式,,20160622,20160622,O
10524,002452.OF,民生加银和鑫定开,民生加银基金,兴业银行,债券型,20160323,,,20160321,,2.0008,0.2,0.1,,1.0,,,中国债券综合指数收益率,L,债券型,契约型开放式,,20160622,20160622,O
10525,002393.OF,华安全球美元收益C,华安基金,中国银行,债券型,20160323,,,20160222,,7.2788,0.9,0.28,,1.0,0.0001,,巴克莱资本美国综合债券指数收益率*95%+商业银行活期存款基准利率(税后)*5%,L,债券型,契约型开放式,,20160622,20160622,O
10526,002440.OF,中加瑞盈,中加基金,中国建设银行,债券型,20160323,20210623,,20160229,,5.8493,0.7,0.2,,1.0,0.001,,中债综合全价指数收益率,D,债券型,契约型开放式,,20160620,20160620,O
10527,002331.OF,泰康安泰回报,泰康资产,交通银行,混合型,20160323,,,20160229,,3.0277,1.0,0.25,,1.0,0.1,,中债新综合财富(总值)指数收益率*75%+沪深300指数收益率*20%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,20160523,20160523,O
10528,002160.OF,南方转型驱动,南方基金,浦发银行,混合型,20160323,,,20160222,,4.5004,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20160523,20160523,O
10529,002491.OF,银华添益,银华基金,中国光大银行,债券型,20160322,,,20160311,,20.0073,0.3,0.1,,1.0,0.001,,半年期银行定期存款利率(税后)*1.2,L,债券型,契约型开放式,,20160922,20160922,O
10530,002395.OF,鹏华丰尚A,鹏华基金,中国工商银行,债券型,20160322,,,20160302,,11.9204,0.6,0.2,,1.0,0.1,,中债总指数收益率,L,债券型,契约型开放式,,20160922,20160922,O
10531,002383.OF,大成趋势回报,大成基金,中国银行,混合型,20160322,,,20160229,,3.346,0.6,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中证综合债券指数收益率*50%,L,灵活配置型,契约型开放式,,20160401,20160401,O
10532,002396.OF,鹏华丰尚B,鹏华基金,中国工商银行,债券型,20160322,,,20160302,,5.1272,0.6,0.2,,1.0,0.1,,中债总指数收益率,L,债券型,契约型开放式,,20160922,20160922,O
10533,002251.OF,华夏军工安全,华夏基金,中国工商银行,混合型,20160322,,,20160229,,5.4574,1.5,0.25,,1.0,0.1,,中证国防指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160422,20160422,O
10534,002556.OF,博时丝路主题C,博时基金,中国银行,股票型,20160322,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*90%+中国债券总指数收益率*10%,L,股票型,契约型开放式,,20160322,20160322,O
10535,002348.OF,华夏鼎新A,华夏基金,中国建设银行,债券型,20160322,20171115,,20160315,,0.0328,0.4,0.15,,1.0,0.01,,中债综合指数,D,债券型,契约型开放式,,20160622,20160622,O
10536,002349.OF,华夏鼎新I,华夏基金,中国建设银行,债券型,20160322,20171115,,20160315,,2.0004,0.4,0.15,,1.0,5000.0,,中债综合指数,D,债券型,契约型开放式,,20160622,20160622,O
10537,002228.OF,长城新优选C,长城基金,中国民生银行,混合型,20160322,,,20160222,,2.0032,0.6,0.15,,1.0,0.1,,中债综合财富指数收益率*85%+中证800指数收益率*15%,L,混合型,契约型开放式,,20160324,20160324,O
10538,002227.OF,长城新优选A,长城基金,中国民生银行,混合型,20160322,,,20160222,,0.0062,0.6,0.15,,1.0,0.1,,中债综合财富指数收益率*85%+中证800指数收益率*15%,L,混合型,契约型开放式,,20160324,20160324,O
10539,002397.OF,中邮增力,中邮基金,中国农业银行,债券型,20160322,20200929,,20160303,,2.0127,0.8,0.2,,1.0,0.1,,中债综合财富指数*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率*5%,D,债券型,契约型开放式,,20160425,20160425,O
10540,002534.OF,华安稳固收益A,华安基金,中国工商银行,债券型,20160322,,,,,,0.65,0.18,,1.0,,,中债综合全价指数,L,债券型,契约型开放式,,20160322,20160322,O
10541,002553.OF,博时创业成长C,博时基金,中国农业银行,混合型,20160322,,,,,,1.5,0.25,,1.0,,,中证700指数收益率*75%+中国债券总指数收益率*25%,L,混合型,契约型开放式,,20160322,20160322,O
10542,002555.OF,博时沪港深优质企业C,博时基金,招商银行,混合型,20160322,,,,,,1.5,0.25,,1.0,,,中国债券总财富指数收益率*40%+中证500指数收益率*40%+恒生综合指数收益率*20%,L,灵活配置型,契约型开放式,,20160322,20160322,O
10543,002557.OF,博时灵活配置C,博时基金,交通银行,混合型,20160322,20180122,,,,,0.6,0.15,,1.0,,,沪深300指数收益率*60%+中国债券总指数收益率*40%,D,灵活配置型,契约型开放式,,20160322,20160322,O
10544,002272.OF,新华科技创新主题,新华基金,中国建设银行,混合型,20160322,,,20160203,,4.3532,1.5,0.25,,1.0,0.05,,中证800指数收益率*70%+中证综合债券指数收益率*30%,L,灵活配置型,契约型开放式,,20160510,20160510,O
10545,002446.OF,广发利鑫A,广发基金,兴业银行,混合型,20160321,,,20160225,,29.8657,1.5,0.2,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160425,20160425,O
10546,001701.OF,中融产业升级,中融基金,中国银行,混合型,20160318,,,20160218,,2.5159,1.5,0.25,,1.0,0.01,,沪深300指数收益率*55%+上证国债指数收益率*45%,L,灵活配置型,契约型开放式,,20160418,20160418,O
10547,002548.OF,嘉实稳瑞纯债,嘉实基金,上海银行,债券型,20160318,,,20160316,,2.0004,0.3,0.1,,1.0,0.0001,,一年期银行定期存款收益率(税后)+1%,L,债券型,契约型开放式,,20160406,20160406,O
10548,002549.OF,嘉实稳祥纯债A,嘉实基金,上海银行,债券型,20160318,,,20160316,,2.0018,0.3,0.1,,1.0,0.0001,,一年期银行定期存款收益率(税后)+1%,L,债券型,契约型开放式,,20160406,20160406,O
10549,002243.OF,东方金证通A,东方基金,中国民生银行,货币市场型,20160318,,,20160314,,2.0006,0.25,0.08,,1.0,,,人民币活期存款利率(税后),L,货币型,契约型开放式,,20160325,20160325,O
10550,002105.OF,博时新价值C,博时基金,中国民生银行,混合型,20160318,20190308,,20160309,,,0.6,0.15,,1.0,500.0,,沪深300指数收益率*50%+中证综合债指数收益率*50%,D,灵活配置型,契约型开放式,,20160516,20160516,O
10551,002104.OF,博时新价值A,博时基金,中国民生银行,混合型,20160318,20190308,,20160309,,2.005,0.6,0.15,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,D,灵活配置型,契约型开放式,,20160516,20160516,O
10552,002423.OF,华宝标普美国品质美元A,华宝基金,中国建设银行,股票型,20160318,,,20160229,,0.0163,1.0,0.25,,0.1541,0.1,,经人民币汇率调整的标普美国品质消费股票指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20160406,20160406,O
10553,002306.OF,银华合利,银华基金,中国工商银行,债券型,20160318,20190414,,20160303,,2.0008,0.7,0.1,,1.0,0.001,,中债综合财富指数,D,债券型,契约型开放式,,20160606,20160606,O
10554,002524.OF,兴业福益,兴业基金,上海银行,债券型,20160318,,,20160315,,2.0004,0.3,0.1,,1.0,0.01,,中国债券综合全价指数,L,债券型,契约型开放式,,20160411,20160411,O
10555,F217003.OF,招商安泰债券H,招商基金,招商银行,债券型,20160317,,,,,,0.6,0.18,,1.0,,,中证国债指数收益率*95%+同业存款利率*5%,L,债券型,契约型开放式,,,,O
10556,002487.OF,汇添富稳健添利A,汇添富基金,中国工商银行,债券型,20160316,,,20160307,,20.0336,0.3,0.1,,1.0,0.1,,中债综合指数,L,债券型,契约型开放式,,20160919,20160919,O
10557,002486.OF,上银慧添利,上银基金,兴业银行,债券型,20160316,,,20160307,,2.0004,0.2,0.05,,1.0,0.001,,中国债券综合指数收益率,L,债券型,契约型开放式,,20160530,20160530,O
10558,002488.OF,汇添富稳健添利C,汇添富基金,中国工商银行,债券型,20160316,,,20160307,,0.0113,0.3,0.1,,1.0,0.1,,中债综合指数,L,债券型,契约型开放式,,20160919,20160919,O
10559,002520.OF,招商招瑞纯债C,招商基金,中国银行,债券型,20160316,,,,,,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20160316,20160316,O
10560,002229.OF,华夏经济转型,华夏基金,中国银行,股票型,20160315,,,20160222,,3.684,1.5,0.25,,1.0,0.1,,沪深300指数收益率*90%+上证国债指数收益率*10%,L,股票型,契约型开放式,,20160420,20160420,O
10561,001917.OF,招商量化精选A,招商基金,中国银行,股票型,20160315,,,20160218,,2.4309,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+中债综合指数收益率*20%,L,股票型,契约型开放式,,20160415,20160415,O
10562,002415.OF,融通通盈,融通基金,中国建设银行,混合型,20160315,,,20160222,,10.4574,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*50%,L,灵活配置型,契约型开放式,,20160613,20160613,O
10563,001975.OF,景顺长城环保优势,景顺长城基金,中国建设银行,股票型,20160315,,,20160112,,2.5659,1.5,0.25,,1.0,0.001,,中证环保产业指数收益率*40%+沪深300指数收益率*40%+中证全债指数收益率*20%,L,股票型,契约型开放式,,20160401,20160401,O
10564,002212.OF,嘉实新起航,嘉实基金,中国民生银行,混合型,20160314,,,20160108,,5.0012,0.8,0.15,,1.0,0.0001,,沪深300*50%+中债总指数*50%,L,灵活配置型,契约型开放式,,20160613,20160613,O
10565,002211.OF,嘉实新财富,嘉实基金,中国民生银行,混合型,20160314,,,20160108,,5.0018,0.6,0.15,,1.0,0.0001,,沪深300*50%+中债总指数*50%,L,灵活配置型,契约型开放式,,20160613,20160613,O
10566,002367.OF,国联安安稳,国联安基金,浦发银行,混合型,20160311,,,20160218,,37.0204,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160613,20160613,O
10567,519642.OF,银河大国智造主题,银河基金,中国建设银行,混合型,20160311,,,20160128,,4.7229,1.5,0.25,,1.0,0.001,,中证装备产业指数收益率*70%+上证国债指数收益率*30%,L,灵活配置型,契约型开放式,,20160425,20160425,O
10568,002336.OF,创金合信尊享,创金合信基金,招商银行,债券型,20160311,,,20160203,,2.0017,0.3,0.1,,1.0,0.01,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20160413,20160413,O
10569,002420.OF,汇添富盈鑫灵活配置,汇添富基金,中国工商银行,混合型,20160311,,,20160226,,48.4955,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160418,20160418,O
10570,002335.OF,汇丰晋信大盘波动精选C,汇丰晋信基金,中国建设银行,股票型,20160311,,,20160201,,0.7034,1.5,0.25,,1.0,0.1,,沪深300指数*90%+同业存款利率(税后)*10%,L,股票型,契约型开放式,,20160608,20160608,O
10571,002334.OF,汇丰晋信大盘波动精选A,汇丰晋信基金,中国建设银行,股票型,20160311,,,20160201,,2.2079,1.5,0.25,,1.0,0.1,,沪深300指数*90%+同业存款利率(税后)*10%,L,股票型,契约型开放式,,20160608,20160608,O
10572,673040.OF,西部利得行业主题优选A,西部利得基金,兴业银行,混合型,20160311,,,20151210,,3.2477,0.9,0.15,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160411,20160411,O
10573,002244.OF,景顺长城低碳科技主题,景顺长城基金,中国农业银行,混合型,20160311,,,20160218,,5.9448,1.5,0.25,,1.0,0.001,,中证全指指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160420,20160420,O
10574,002461.OF,中银珍利A,中银基金,兴业银行,混合型,20160310,,,20160223,,2.6691,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160414,20160414,O
10575,002462.OF,中银珍利C,中银基金,兴业银行,混合型,20160310,,,20160223,,1.2941,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160414,20160414,O
10576,002513.OF,金鹰元安C,金鹰基金,广发银行,混合型,20160310,,,,,,0.6,0.2,,1.0,,,中债总财富(总值)指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20160310,20160310,O
10577,519940.OF,长信富全纯债一年C,长信基金,中国工商银行,债券型,20160309,,,20160204,,9.1421,0.7,0.2,,1.0,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,,20170309,20170309,O
10578,519941.OF,长信富全纯债一年A,长信基金,中国工商银行,债券型,20160309,,,20160204,,9.4136,0.7,0.2,,1.0,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,,20170309,20170309,O
10579,001694.OF,华安沪港深外延增长,华安基金,中国建设银行,混合型,20160309,,,20160125,,3.4469,1.5,0.25,,1.0,0.0001,,中证800指数收益率*50%+中国债券总指数收益率*50%,L,灵活配置型,契约型开放式,,20160324,20160324,O
10580,002341.OF,招商招瑞纯债A,招商基金,中国银行,债券型,20160309,,,20160307,,0.1,0.3,0.1,,1.0,0.001,,中证全债指数收益率,L,债券型,契约型开放式,,20160316,20160316,O
10581,002379.OF,工银瑞信香港中小盘人民币,工银瑞信基金,中国银行,股票型,20160309,,,20160125,,2.4139,1.8,0.35,,1.0,0.001,,恒生综合中型股指数收益率*50%+恒生综合小型股指数收益率*30%+香港三个月期银行同业拆借利率*20%,L,股票型,契约型开放式,,20160408,20160408,O
10582,002380.OF,工银瑞信香港中小盘美元,工银瑞信基金,中国银行,股票型,20160309,,,20160125,,0.0234,1.8,0.35,,0.1532,0.0002,,恒生综合中型股指数收益率*50%+恒生综合小型股指数收益率*30%+香港三个月期银行同业拆借利率*20%,L,股票型,契约型开放式,,20160408,20160408,O
10583,002308.OF,安信安盈保本A,安信基金,中国银行,保本型,20160309,20180316,,20160215,,18.5762,1.2,0.2,,1.0,0.1,,两年期银行定期存款利率(税后),D,保本混合型,契约型开放式,,20160411,20160411,O
10584,002432.OF,天弘乐享保本,天弘基金,中信银行,保本型,20160309,20190318,,20160225,,9.6303,1.2,0.2,,1.0,0.001,,三年期银行定期存款利率(税后)+2.00%,D,保本混合型,契约型开放式,,,20190312,O
10585,002442.OF,鑫元汇利,鑫元基金,浦发银行,债券型,20160309,,,20160301,,2.0044,0.4,0.1,,1.0,0.01,,中证全债指数收益率,L,债券型,契约型开放式,,20160411,20160411,O
